highway,name,wkt_geom,category,geometry
service,,"LINESTRING (18.102743 59.3155689, 18.1028933 59.315546700000006, 18.1030844 59.3155517, 18.1032347 59.315566000000004, 18.1033122 59.315581900000005, 18.1034314 59.315606200000005, 18.1036562 59.31566350000001, 18.105937700000002 59.3156449, 18.10606 59.3156642, 18.1061176 59.3157116, 18.1061386 59.315758200000005, 18.106118647255173 59.31579797021681)",Minor & Service,"LINESTRING (18.102743 59.3155689, 18.1028933 59.315546700000006, 18.1030844 59.3155517, 18.1032347 59.315566000000004, 18.1033122 59.315581900000005, 18.1034314 59.315606200000005, 18.1036562 59.31566350000001, 18.105937700000002 59.3156449, 18.10606 59.3156642, 18.1061176 59.3157116, 18.1061386 59.315758200000005, 18.106118647255173 59.31579797021681)"
service,Hjalmar Cederströms Gata,"LINESTRING (18.0598925 59.309018, 18.0599941 59.308989200000006, 18.0600421 59.30892720000001, 18.0600647 59.3088783, 18.0601296 59.3088624, 18.0602001 59.3088667, 18.060216326115185 59.30888563046772)",Minor & Service,"LINESTRING (18.0598925 59.309018, 18.0599941 59.308989200000006, 18.0600421 59.30892720000001, 18.0600647 59.3088783, 18.0601296 59.3088624, 18.0602001 59.3088667, 18.060216326115185 59.30888563046772)"
residential,Krukmakargatan,"LINESTRING (18.0438972 59.3158813, 18.043813 59.315901000000004, 18.0436643 59.315882300000006, 18.0436179 59.315869500000005, 18.0435996 59.315853700000005, 18.043587900000002 59.3158254, 18.043593567840226 59.31582128066785)",Local & Neighborhood,"LINESTRING (18.0438972 59.3158813, 18.043813 59.315901000000004, 18.0436643 59.315882300000006, 18.0436179 59.315869500000005, 18.0435996 59.315853700000005, 18.043587900000002 59.3158254, 18.043593567840226 59.31582128066785)"
service,,"LINESTRING (18.065064388687663 59.31055368142061, 18.065039600000002 59.310525600000005, 18.0649346 59.3104999, 18.064476600000003 59.3104403, 18.064376900000003 59.310456800000004, 18.0643189 59.3104948, 18.0641964 59.310745700000005, 18.064192600000002 59.310820500000005)",Minor & Service,"LINESTRING (18.065064388687663 59.31055368142061, 18.065039600000002 59.310525600000005, 18.0649346 59.3104999, 18.064476600000003 59.3104403, 18.064376900000003 59.310456800000004, 18.0643189 59.3104948, 18.0641964 59.310745700000005, 18.064192600000002 59.310820500000005)"
service,,"LINESTRING (18.0906847119687 59.316439443131465, 18.0906688 59.316404600000006, 18.0906938 59.316320000000005, 18.0907598 59.3162784, 18.0910257 59.316254)",Minor & Service,"LINESTRING (18.0906847119687 59.316439443131465, 18.0906688 59.316404600000006, 18.0906938 59.316320000000005, 18.0907598 59.3162784, 18.0910257 59.316254)"
service,,"LINESTRING (18.063884426811903 59.313265277365225, 18.0638864 59.3132651, 18.063923300000003 59.313284, 18.063937000000003 59.3133053, 18.063805300000002 59.313574200000005, 18.06371 59.31360720000001)",Minor & Service,"LINESTRING (18.063884426811903 59.313265277365225, 18.0638864 59.3132651, 18.063923300000003 59.313284, 18.063937000000003 59.3133053, 18.063805300000002 59.313574200000005, 18.06371 59.31360720000001)"
service,,"LINESTRING (18.059804287536704 59.31272496067603, 18.0598208 59.312726600000005, 18.059840100000002 59.3127508, 18.0598384 59.3127744, 18.0597947 59.3128474, 18.0597575 59.312872000000006, 18.0596976 59.312894500000006)",Minor & Service,"LINESTRING (18.059804287536704 59.31272496067603, 18.0598208 59.312726600000005, 18.059840100000002 59.3127508, 18.0598384 59.3127744, 18.0597947 59.3128474, 18.0597575 59.312872000000006, 18.0596976 59.312894500000006)"
service,Hjalmar Cederströms Gata,"LINESTRING (18.057829944937197 59.309046734840834, 18.0578279 59.3090424, 18.0578811 59.309007400000006, 18.0582861 59.308978200000006, 18.0583759 59.3090077, 18.058514600000002 59.30903120000001)",Minor & Service,"LINESTRING (18.057829944937197 59.309046734840834, 18.0578279 59.3090424, 18.0578811 59.309007400000006, 18.0582861 59.308978200000006, 18.0583759 59.3090077, 18.058514600000002 59.30903120000001)"
service,,"LINESTRING (18.084937757205886 59.30746259057639, 18.0849277 59.307482300000004, 18.0848845 59.307508500000004, 18.084822300000003 59.307511100000006, 18.084583300000002 59.3074463, 18.0845194 59.3074086)",Minor & Service,"LINESTRING (18.084937757205886 59.30746259057639, 18.0849277 59.307482300000004, 18.0848845 59.307508500000004, 18.084822300000003 59.307511100000006, 18.084583300000002 59.3074463, 18.0845194 59.3074086)"
service,,"LINESTRING (18.106118647255173 59.31579797021681, 18.1061091 59.315817, 18.1060389 59.315847100000006, 18.105890000000002 59.3158571, 18.1033064 59.315875000000005, 18.103270000000002 59.3158699, 18.1032207 59.315862800000005, 18.103188300000003 59.315834200000005, 18.1031631 59.315803300000006, 18.103099800000003 59.3157044, 18.1030479 59.315667100000006, 18.102986 59.3156399, 18.102929800000002 59.3156205, 18.102743 59.3155689)",Minor & Service,"LINESTRING (18.106118647255173 59.31579797021681, 18.1061091 59.315817, 18.1060389 59.315847100000006, 18.105890000000002 59.3158571, 18.1033064 59.315875000000005, 18.103270000000002 59.3158699, 18.1032207 59.315862800000005, 18.103188300000003 59.315834200000005, 18.1031631 59.315803300000006, 18.103099800000003 59.3157044, 18.1030479 59.315667100000006, 18.102986 59.3156399, 18.102929800000002 59.3156205, 18.102743 59.3155689)"
service,Hjalmar Cederströms Gata,"LINESTRING (18.060216326115185 59.30888563046772, 18.0602199 59.3088898, 18.0602227 59.308925800000004, 18.0601945 59.3089561, 18.0601126 59.309005000000006, 18.0600577 59.309014600000005, 18.0600054 59.309023800000006, 18.0598925 59.309018)",Minor & Service,"LINESTRING (18.060216326115185 59.30888563046772, 18.0602199 59.3088898, 18.0602227 59.308925800000004, 18.0601945 59.3089561, 18.0601126 59.309005000000006, 18.0600577 59.309014600000005, 18.0600054 59.309023800000006, 18.0598925 59.309018)"
residential,Krukmakargatan,"LINESTRING (18.043593567840226 59.31582128066785, 18.043625600000002 59.315798, 18.0436865 59.3157902, 18.0438072 59.315802000000005, 18.0438709 59.3158375, 18.0438972 59.3158813)",Local & Neighborhood,"LINESTRING (18.043593567840226 59.31582128066785, 18.043625600000002 59.315798, 18.0436865 59.3157902, 18.0438072 59.315802000000005, 18.0438709 59.3158375, 18.0438972 59.3158813)"
service,Skarpskyttestigen,"LINESTRING (18.0380824 59.3136875, 18.0379672 59.3139784, 18.0379596 59.3139976, 18.0379389 59.314043600000005, 18.0378671 59.3142031, 18.0377471 59.314430900000005, 18.0377096 59.3144994, 18.037646900000002 59.31453320000001)",Minor & Service,"LINESTRING (18.0380824 59.3136875, 18.0379672 59.3139784, 18.0379596 59.3139976, 18.0379389 59.314043600000005, 18.0378671 59.3142031, 18.0377471 59.314430900000005, 18.0377096 59.3144994, 18.037646900000002 59.31453320000001)"
residential,Östgötagatan,"LINESTRING (18.0764913 59.314558100000006, 18.076527300000002 59.314477600000004, 18.076551300000002 59.314422, 18.076561 59.314401700000005)",Local & Neighborhood,"LINESTRING (18.0764913 59.314558100000006, 18.076527300000002 59.314477600000004, 18.076551300000002 59.314422, 18.076561 59.314401700000005)"
residential,Högalidsgatan,"LINESTRING (18.037971000000002 59.318201800000004, 18.037448 59.3181816, 18.0366217 59.3181486)",Local & Neighborhood,"LINESTRING (18.037971000000002 59.318201800000004, 18.037448 59.3181816, 18.0366217 59.3181486)"
residential,Bellmansgatan,"LINESTRING (18.0649702 59.319807000000004, 18.064793700000003 59.32014710000001)",Local & Neighborhood,"LINESTRING (18.0649702 59.319807000000004, 18.064793700000003 59.32014710000001)"
residential,Blekingegatan,"LINESTRING (18.068617800000002 59.309678600000005, 18.068890800000002 59.309695700000006)",Local & Neighborhood,"LINESTRING (18.068617800000002 59.309678600000005, 18.068890800000002 59.309695700000006)"
residential,Erstagatan,"LINESTRING (18.090149 59.314757500000006, 18.0901581 59.3146713, 18.090164400000003 59.314583400000004)",Local & Neighborhood,"LINESTRING (18.090149 59.314757500000006, 18.0901581 59.3146713, 18.090164400000003 59.314583400000004)"
residential,Ploggatan,"LINESTRING (18.0927319 59.3143843, 18.0927729 59.3144562)",Local & Neighborhood,"LINESTRING (18.0927319 59.3143843, 18.0927729 59.3144562)"
residential,Tjärhovsgatan,"LINESTRING (18.085101400000003 59.316092100000006, 18.085661 59.3160704, 18.0857427 59.3160541, 18.0857902 59.316024000000006, 18.085875400000003 59.315841400000004)",Local & Neighborhood,"LINESTRING (18.085101400000003 59.316092100000006, 18.085661 59.3160704, 18.0857427 59.3160541, 18.0857902 59.316024000000006, 18.085875400000003 59.315841400000004)"
service,,"LINESTRING (18.0478647 59.3163829, 18.0476648 59.31638710000001, 18.0473134 59.316385100000005, 18.046975800000002 59.316344400000006, 18.0469116 59.316331600000005, 18.0463199 59.316229400000005, 18.045964700000003 59.316191700000005, 18.045776800000002 59.31617850000001, 18.045450600000002 59.3161861, 18.045352100000002 59.3162018, 18.045278200000002 59.3162419, 18.045254200000002 59.3162968, 18.045270300000002 59.3163375, 18.0453297 59.316377200000005)",Minor & Service,"LINESTRING (18.0478647 59.3163829, 18.0476648 59.31638710000001, 18.0473134 59.316385100000005, 18.046975800000002 59.316344400000006, 18.0469116 59.316331600000005, 18.0463199 59.316229400000005, 18.045964700000003 59.316191700000005, 18.045776800000002 59.31617850000001, 18.045450600000002 59.3161861, 18.045352100000002 59.3162018, 18.045278200000002 59.3162419, 18.045254200000002 59.3162968, 18.045270300000002 59.3163375, 18.0453297 59.316377200000005)"
residential,Brännkyrkagatan,"LINESTRING (18.0456343 59.317590100000004, 18.0454066 59.317566400000004)",Local & Neighborhood,"LINESTRING (18.0456343 59.317590100000004, 18.0454066 59.317566400000004)"
residential,Ekermans Gränd,"LINESTRING (18.052719500000002 59.3125877, 18.052413700000002 59.312416400000004, 18.051843 59.3120916, 18.0516979 59.3120552)",Local & Neighborhood,"LINESTRING (18.052719500000002 59.3125877, 18.052413700000002 59.312416400000004, 18.051843 59.3120916, 18.0516979 59.3120552)"
residential,Tantogatan,"LINESTRING (18.051113700000002 59.311374, 18.0513312 59.3113784, 18.0520029 59.3114611)",Local & Neighborhood,"LINESTRING (18.051113700000002 59.311374, 18.0513312 59.3113784, 18.0520029 59.3114611)"
residential,Vickergatan,"LINESTRING (18.0638495 59.3064581, 18.0636291 59.306459700000005, 18.0634276 59.306446400000006, 18.0630624 59.306410400000004, 18.0627652 59.3063858, 18.062450600000002 59.306359900000004, 18.062167000000002 59.306347900000006, 18.0619373 59.306340600000006, 18.0617001 59.306347800000005, 18.061446 59.306369600000004, 18.0610551 59.3064145, 18.060716300000003 59.3064516, 18.0604313 59.306494, 18.060225300000003 59.3065251, 18.0598224 59.30657360000001, 18.0594463 59.3066345, 18.059074600000002 59.306707100000004, 18.0585811 59.306806, 18.0564092 59.3072273)",Local & Neighborhood,"LINESTRING (18.0638495 59.3064581, 18.0636291 59.306459700000005, 18.0634276 59.306446400000006, 18.0630624 59.306410400000004, 18.0627652 59.3063858, 18.062450600000002 59.306359900000004, 18.062167000000002 59.306347900000006, 18.0619373 59.306340600000006, 18.0617001 59.306347800000005, 18.061446 59.306369600000004, 18.0610551 59.3064145, 18.060716300000003 59.3064516, 18.0604313 59.306494, 18.060225300000003 59.3065251, 18.0598224 59.30657360000001, 18.0594463 59.3066345, 18.059074600000002 59.306707100000004, 18.0585811 59.306806, 18.0564092 59.3072273)"
residential,Glasbruksgatan,"LINESTRING (18.0799682 59.317855300000005, 18.0798333 59.317875, 18.079526700000002 59.317919700000004, 18.0791159 59.3179785, 18.0787842 59.318066)",Local & Neighborhood,"LINESTRING (18.0799682 59.317855300000005, 18.0798333 59.317875, 18.079526700000002 59.317919700000004, 18.0791159 59.3179785, 18.0787842 59.318066)"
residential,Tegelviksgatan,"LINESTRING (18.0982138 59.3107447, 18.0986516 59.311565400000006, 18.098687400000003 59.3116174, 18.0987514 59.3117102, 18.099176500000002 59.3125074)",Local & Neighborhood,"LINESTRING (18.0982138 59.3107447, 18.0986516 59.311565400000006, 18.098687400000003 59.3116174, 18.0987514 59.3117102, 18.099176500000002 59.3125074)"
unclassified,Norra Hammarbyhamnen,"LINESTRING (18.097402300000002 59.308133100000006, 18.096825300000003 59.3078785, 18.0963485 59.30765770000001, 18.0960505 59.3075715, 18.093782 59.3070266, 18.092418300000002 59.3067013, 18.0913863 59.3064558, 18.0907403 59.30630360000001, 18.090121800000002 59.306128, 18.089992000000002 59.30611450000001, 18.0899042 59.3061372)",Local & Neighborhood,"LINESTRING (18.097402300000002 59.308133100000006, 18.096825300000003 59.3078785, 18.0963485 59.30765770000001, 18.0960505 59.3075715, 18.093782 59.3070266, 18.092418300000002 59.3067013, 18.0913863 59.3064558, 18.0907403 59.30630360000001, 18.090121800000002 59.306128, 18.089992000000002 59.30611450000001, 18.0899042 59.3061372)"
residential,Högbergsgatan,"LINESTRING (18.0702171 59.316289700000006, 18.0704108 59.3162907, 18.0708255 59.3163454, 18.070971 59.3163951)",Local & Neighborhood,"LINESTRING (18.0702171 59.316289700000006, 18.0704108 59.3162907, 18.0708255 59.3163454, 18.070971 59.3163951)"
unclassified,Klefbecks Backe,"LINESTRING (18.087507000000002 59.3124563, 18.0874645 59.3125951, 18.0874509 59.312670000000004)",Local & Neighborhood,"LINESTRING (18.087507000000002 59.3124563, 18.0874645 59.3125951, 18.0874509 59.312670000000004)"
service,,"LINESTRING (18.087507000000002 59.3124563, 18.087687300000002 59.312474900000005, 18.0879023 59.3125737, 18.0880875 59.3126381)",Minor & Service,"LINESTRING (18.087507000000002 59.3124563, 18.087687300000002 59.312474900000005, 18.0879023 59.3125737, 18.0880875 59.3126381)"
tertiary,Söder Mälarstrand,"LINESTRING (18.0344038 59.319840600000006, 18.0342981 59.319816800000005, 18.0338914 59.319729)",Arterial & Major,"LINESTRING (18.0344038 59.319840600000006, 18.0342981 59.319816800000005, 18.0338914 59.319729)"
service,,"LINESTRING (18.095865500000002 59.3167764, 18.0955337 59.3168421)",Minor & Service,"LINESTRING (18.095865500000002 59.3167764, 18.0955337 59.3168421)"
service,,"LINESTRING (18.055014200000002 59.3140653, 18.055213900000002 59.314357300000005)",Minor & Service,"LINESTRING (18.055014200000002 59.3140653, 18.055213900000002 59.314357300000005)"
service,,"LINESTRING (18.0679149 59.3047229, 18.0681517 59.30467410000001)",Minor & Service,"LINESTRING (18.0679149 59.3047229, 18.0681517 59.30467410000001)"
tertiary,Torkel Knutssonsgatan,"LINESTRING (18.0563143 59.3197538, 18.0563234 59.32005830000001, 18.056340300000002 59.3203607)",Arterial & Major,"LINESTRING (18.0563143 59.3197538, 18.0563234 59.32005830000001, 18.056340300000002 59.3203607)"
tertiary,Renstiernas Gata,"LINESTRING (18.0839593 59.315182400000005, 18.084089600000002 59.314915600000006, 18.084120900000002 59.314850500000006)",Arterial & Major,"LINESTRING (18.0839593 59.315182400000005, 18.084089600000002 59.314915600000006, 18.084120900000002 59.314850500000006)"
residential,Borgmästargatan,"LINESTRING (18.0861653 59.315173900000005, 18.0861868 59.315117)",Local & Neighborhood,"LINESTRING (18.0861653 59.315173900000005, 18.0861868 59.315117)"
residential,Gotlandsgatan,"LINESTRING (18.0832206 59.310558500000006, 18.0834031 59.310618100000006)",Local & Neighborhood,"LINESTRING (18.0832206 59.310558500000006, 18.0834031 59.310618100000006)"
service,,"LINESTRING (18.0405292 59.3186989, 18.0403664 59.3186455, 18.040070500000002 59.3185483, 18.0399375 59.318429800000004, 18.039790500000002 59.318272300000004)",Minor & Service,"LINESTRING (18.0405292 59.3186989, 18.0403664 59.3186455, 18.040070500000002 59.3185483, 18.0399375 59.318429800000004, 18.039790500000002 59.318272300000004)"
residential,Nytorgsgatan,"LINESTRING (18.0801078 59.317648600000005, 18.080019 59.31780380000001, 18.0799682 59.317855300000005)",Local & Neighborhood,"LINESTRING (18.0801078 59.317648600000005, 18.080019 59.31780380000001, 18.0799682 59.317855300000005)"
unclassified,Jägargatan,"LINESTRING (18.053357300000002 59.308873000000006, 18.0534605 59.3088211, 18.0536114 59.308785, 18.0538232 59.3087572, 18.054031300000002 59.3087402)",Local & Neighborhood,"LINESTRING (18.053357300000002 59.308873000000006, 18.0534605 59.3088211, 18.0536114 59.308785, 18.0538232 59.3087572, 18.054031300000002 59.3087402)"
residential,Fatburs Brunnsgata,"LINESTRING (18.0649905 59.313855200000006, 18.0648139 59.3138341, 18.06387 59.31372150000001, 18.0636751 59.3136779)",Local & Neighborhood,"LINESTRING (18.0649905 59.313855200000006, 18.0648139 59.3138341, 18.06387 59.31372150000001, 18.0636751 59.3136779)"
residential,Bergsunds Strand,"LINESTRING (18.0303662 59.315510800000006, 18.0301923 59.3154928, 18.030003100000002 59.315469400000005)",Local & Neighborhood,"LINESTRING (18.0303662 59.315510800000006, 18.0301923 59.3154928, 18.030003100000002 59.315469400000005)"
residential,Rosenlundsgatan,"LINESTRING (18.056906700000003 59.3143691, 18.0571409 59.313862300000004, 18.0571947 59.3137514)",Local & Neighborhood,"LINESTRING (18.056906700000003 59.3143691, 18.0571409 59.313862300000004, 18.0571947 59.3137514)"
residential,Fiskargatan,"LINESTRING (18.0767835 59.31752590000001, 18.076785700000002 59.317519100000005, 18.076828600000002 59.317494)",Local & Neighborhood,"LINESTRING (18.0767835 59.31752590000001, 18.076785700000002 59.317519100000005, 18.076828600000002 59.317494)"
residential,Lignagatan,"LINESTRING (18.037115200000002 59.3156248, 18.0370797 59.31569760000001)",Local & Neighborhood,"LINESTRING (18.037115200000002 59.3156248, 18.0370797 59.31569760000001)"
